ids,train_1_test_0_ids,true_labels,predicted_labels_srnc,predicted_labels_rejection,predicted_labels_semi,known_1_unknown_0_classes
0,1,1,-1,-1,-1,-1
1,1,1,-1,-1,-1,-1
2,1,1,-1,-1,-1,-1
3,0,1,1,111,1,1
4,1,1,-1,-1,-1,-1
5,1,1,-1,-1,-1,-1
6,1,1,-1,-1,-1,-1
7,0,1,1,1,1,1
8,1,1,-1,-1,-1,-1
9,1,1,-1,-1,-1,-1
10,1,1,-1,-1,-1,-1
11,0,1,1,1,1,1
12,1,1,-1,-1,-1,-1
13,0,1,1,1,1,1
14,1,1,-1,-1,-1,-1
15,1,1,-1,-1,-1,-1
16,1,1,-1,-1,-1,-1
17,1,1,-1,-1,-1,-1
18,1,1,-1,-1,-1,-1
19,1,1,-1,-1,-1,-1
20,1,1,-1,-1,-1,-1
21,1,2,-1,-1,-1,-1
22,1,2,-1,-1,-1,-1
23,1,2,-1,-1,-1,-1
24,1,2,-1,-1,-1,-1
25,1,2,-1,-1,-1,-1
26,1,2,-1,-1,-1,-1
27,1,2,-1,-1,-1,-1
28,1,2,-1,-1,-1,-1
29,0,2,2,2,17,1
30,1,2,-1,-1,-1,-1
31,1,2,-1,-1,-1,-1
32,1,2,-1,-1,-1,-1
33,1,2,-1,-1,-1,-1
34,1,2,-1,-1,-1,-1
35,1,2,-1,-1,-1,-1
36,1,2,-1,-1,-1,-1
37,1,2,-1,-1,-1,-1
38,1,9,-1,-1,-1,-1
39,1,9,-1,-1,-1,-1
40,1,9,-1,-1,-1,-1
41,1,9,-1,-1,-1,-1
42,1,9,-1,-1,-1,-1
43,1,9,-1,-1,-1,-1
44,1,9,-1,-1,-1,-1
45,1,9,-1,-1,-1,-1
46,1,9,-1,-1,-1,-1
47,1,9,-1,-1,-1,-1
48,1,9,-1,-1,-1,-1
49,1,3,-1,-1,-1,-1
50,1,3,-1,-1,-1,-1
51,1,3,-1,-1,-1,-1
52,1,3,-1,-1,-1,-1
53,0,3,3,3,3,1
54,0,3,3,3,3,1
55,1,3,-1,-1,-1,-1
56,1,3,-1,-1,-1,-1
57,1,3,-1,-1,-1,-1
58,1,3,-1,-1,-1,-1
59,1,3,-1,-1,-1,-1
60,1,3,-1,-1,-1,-1
61,1,3,-1,-1,-1,-1
62,1,3,-1,-1,-1,-1
63,1,3,-1,-1,-1,-1
64,1,3,-1,-1,-1,-1
65,0,3,3,3,3,1
66,0,3,3,3,3,1
67,1,3,-1,-1,-1,-1
68,1,3,-1,-1,-1,-1
69,1,3,-1,-1,-1,-1
70,1,3,-1,-1,-1,-1
71,1,3,-1,-1,-1,-1
72,1,3,-1,-1,-1,-1
73,1,3,-1,-1,-1,-1
74,0,3,3,3,3,1
75,1,3,-1,-1,-1,-1
76,1,3,-1,-1,-1,-1
77,1,3,-1,-1,-1,-1
78,1,3,-1,-1,-1,-1
79,1,3,-1,-1,-1,-1
80,1,3,-1,-1,-1,-1
81,1,3,-1,-1,-1,-1
82,1,3,-1,-1,-1,-1
83,1,3,-1,-1,-1,-1
84,1,3,-1,-1,-1,-1
85,0,3,3,3,3,1
86,1,9,-1,-1,-1,-1
87,1,9,-1,-1,-1,-1
88,1,9,-1,-1,-1,-1
89,1,9,-1,-1,-1,-1
90,1,9,-1,-1,-1,-1
91,1,9,-1,-1,-1,-1
92,1,9,-1,-1,-1,-1
93,1,9,-1,-1,-1,-1
94,1,9,-1,-1,-1,-1
95,1,9,-1,-1,-1,-1
96,1,9,-1,-1,-1,-1
97,1,9,-1,-1,-1,-1
98,0,9,9,9,9,1
99,1,9,-1,-1,-1,-1
100,1,9,-1,-1,-1,-1
101,0,9,9,9,9,1
102,1,9,-1,-1,-1,-1
103,1,9,-1,-1,-1,-1
104,1,9,-1,-1,-1,-1
105,1,9,-1,-1,-1,-1
106,1,9,-1,-1,-1,-1
107,1,9,-1,-1,-1,-1
108,1,9,-1,-1,-1,-1
109,1,9,-1,-1,-1,-1
110,1,9,-1,-1,-1,-1
111,1,9,-1,-1,-1,-1
112,1,9,-1,-1,-1,-1
113,1,9,-1,-1,-1,-1
114,0,9,9,9,9,1
115,0,9,9,9,9,1
116,1,9,-1,-1,-1,-1
117,1,8,-1,-1,-1,-1
118,1,8,-1,-1,-1,-1
119,1,8,-1,-1,-1,-1
120,1,8,-1,-1,-1,-1
121,1,8,-1,-1,-1,-1
122,1,8,-1,-1,-1,-1
123,1,8,-1,-1,-1,-1
124,1,8,-1,-1,-1,-1
125,1,8,-1,-1,-1,-1
126,1,8,-1,-1,-1,-1
127,0,8,8,8,12,1
128,1,8,-1,-1,-1,-1
129,1,8,-1,-1,-1,-1
130,1,8,-1,-1,-1,-1
131,1,8,-1,-1,-1,-1
132,1,8,-1,-1,-1,-1
133,0,8,8,8,8,1
134,1,8,-1,-1,-1,-1
135,1,8,-1,-1,-1,-1
136,1,8,-1,-1,-1,-1
137,1,8,-1,-1,-1,-1
138,1,8,-1,-1,-1,-1
139,1,8,-1,-1,-1,-1
140,1,8,-1,-1,-1,-1
141,1,8,-1,-1,-1,-1
142,1,8,-1,-1,-1,-1
143,1,8,-1,-1,-1,-1
144,1,8,-1,-1,-1,-1
145,1,8,-1,-1,-1,-1
146,1,8,-1,-1,-1,-1
147,1,8,-1,-1,-1,-1
148,1,8,-1,-1,-1,-1
149,1,8,-1,-1,-1,-1
150,1,8,-1,-1,-1,-1
151,1,8,-1,-1,-1,-1
152,0,8,8,8,12,1
153,1,8,-1,-1,-1,-1
154,1,8,-1,-1,-1,-1
155,1,8,-1,-1,-1,-1
156,1,8,-1,-1,-1,-1
157,1,8,-1,-1,-1,-1
158,1,8,-1,-1,-1,-1
159,1,8,-1,-1,-1,-1
160,0,8,8,8,14,1
161,1,8,-1,-1,-1,-1
162,1,8,-1,-1,-1,-1
163,1,8,-1,-1,-1,-1
164,1,8,-1,-1,-1,-1
165,1,8,-1,-1,-1,-1
166,1,8,-1,-1,-1,-1
